attribute,absFrequency,relFrequency
CADE,8,0.00004
VICKERY,8,0.00004
SHANK,8,0.00004
NAGEL,8,0.00004
DUPUIS,8,0.00004
CROTEAU,8,0.00004
COTTER,8,0.00004
CABLE,8,0.00004
STUCKEY,8,0.00004
STINE,8,0.00004
PORTERFIELD,8,0.00004
PAULEY,8,0.00004
NYE,8,0.00004
MOFFITT,8,0.00004
LU,8,0.00004
KNUDSEN,8,0.00004
HARDWICK,8,0.00004
GOFORTH,8,0.00004
DUPONT,8,0.00004
BLUNT,8,0.00004
BARROWS,8,0.00004
BARNHILL,8,0.00004
SHULL,8,0.00004
RASH,8,0.00004
RALPH,8,0.00004
PENNY,8,0.00004
LORENZO,8,0.00004
LOFTIS,8,0.00004
LEMAY,8,0.00004
KITCHENS,8,0.00004
HORVATH,8,0.00004
GRENIER,8,0.00004
FUCHS,8,0.00004
FAIRBANKS,8,0.00004
CULBERTSON,8,0.00004
CALKINS,8,0.00004
BURNSIDE,8,0.00004
BEATTIE,8,0.00004
ASHWORTH,8,0.00004
ALBERTSON,8,0.00004
WERTZ,8,0.00004
VO,8,0.00004
VAUGHT,8,0.00004
VALLEJO,8,0.00004
TYREE,8,0.00004
TURK,8,0.00004
TUCK,8,0.00004
TIJERINA,8,0.00004
SAGE,8,0.00004
PICARD,8,0.00004
PETERMAN,8,0.00004
OTIS,8,0.00004
MARROQUIN,8,0.00004
MARR,8,0.00004
LANTZ,8,0.00004
HOANG,8,0.00004
DEMARCO,8,0.00004
DAILY,8,0.00004
CONE,8,0.00004
BERUBE,8,0.00004
BARNETTE,8,0.00004
WHARTON,8,0.00004
STINNETT,8,0.00004
SLOCUM,8,0.00004
SCANLON,8,0.00004
SANDER,8,0.00004
PINTO,8,0.00004
MANCUSO,8,0.00004
LIMA,8,0.00004
JUDGE,8,0.00004
HEADLEY,8,0.00004
EPSTEIN,8,0.00004
COUNTS,8,0.00004
CLARKSON,8,0.00004
CARNAHAN,8,0.00004
BRICE,8,0.00004
BOREN,8,0.00004
ARTEAGA,8,0.00004
ADAME,8,0.00004
ZOOK,8,0.00004
WHITTLE,8,0.00004
WHITEHURST,8,0.00004
WENZEL,8,0.00004
SAXTON,8,0.00004
RHEA,8,0.00004
REDDICK,8,0.00004
PUENTE,8,0.00004
HAZEL,8,0.00004
HANDLEY,8,0.00004
HAGGERTY,8,0.00004
EARLEY,8,0.00004
DEVLIN,8,0.00004
DALLAS,8,0.00004
CHAFFIN,8,0.00004
CADY,8,0.00004
AHMED,8,0.00004
ACUNA,8,0.00004
SOLANO,8,0.00004
SIGLER,8,0.00004
POLLACK,8,0.00004
PENDERGRASS,8,0.00004
OSTRANDER,8,0.00004
JANES,8,0.00004
FRANCOIS,8,0.00004
FINE,8,0.00004
CRUTCHFIELD,8,0.00004
CORDELL,8,0.00004
CHAMBERLIN,8,0.00004
BRUBAKER,8,0.00004
BAPTISTE,8,0.00004
WILLSON,8,0.00004
REIS,8,0.00004
NEELEY,8,0.00004
MULLIN,8,0.00004
MERCIER,8,0.00004
LIRA,8,0.00004
LAYMAN,8,0.00004
KEELING,8,0.00004
HIGDON,8,0.00004
GUEST,8,0.00004
FORRESTER,8,0.00004
ESPINAL,8,0.00004
DION,8,0.00004
CHAPIN,8,0.00004
CARL,8,0.00004
WARFIELD,8,0.00004
TOLEDO,8,0.00004
PULIDO,8,0.00004
PEEBLES,8,0.00004
NAGY,8,0.00004
MONTAGUE,8,0.00004
MELLO,8,0.00004
LEAR,8,0.00004
JAEGER,8,0.00004
HOGG,8,0.00004
GRAFF,8,0.00004
FURR,8,0.00004
DERRICK,8,0.00004
CAVE,8,0.00004
CANADA,8,0.00004
SOLIZ,8,0.00004
POORE,8,0.00004
MENDENHALL,8,0.00004
MCLAURIN,8,0.00004
MAESTAS,8,0.00004
LOW,8,0.00004
GABLE,8,0.00004
BELT,8,0.00004
BARRAZA,8,0.00004
TILLERY,8,0.00004
SNEAD,8,0.00004
POND,8,0.00004
NEILL,8,0.00004
MCCULLOCH,8,0.00004
MCCORKLE,8,0.00004
LIGHTFOOT,8,0.00004
HUTCHINGS,8,0.00004
HOLLOMAN,8,0.00004
HARNESS,8,0.00004
DORN,8,0.00004
COUNCIL,8,0.00004
BOCK,8,0.00004
ZIELINSKI,8,0.00004
TURLEY,8,0.00004
TREADWELL,8,0.00004
STPIERRE,8,0.00004
STARLING,8,0.00004
SOMERS,8,0.00004
OSWALD,8,0.00004
MERRICK,8,0.00004
MARQUIS,8,0.00004
IVORY,8,0.00004
EASTERLING,8,0.00004
BIVENS,8,0.00004
TRUITT,8,0.00004
POSTON,8,0.00004
PARRY,8,0.00004
ONTIVEROS,8,0.00004
OLIVAREZ,8,0.00004
NEVILLE,8,0.00004
MOREAU,8,0.00004
MEDLIN,8,0.00004
MA,8,0.00004
LENZ,8,0.00004
KNOWLTON,8,0.00004
FAIRLEY,8,0.00004
COBBS,8,0.00004
CHISOLM,8,0.00004
BANNISTER,8,0.00004
WOODWORTH,8,0.00004
TOLER,8,0.00004
OCASIO,8,0.00004
NORIEGA,8,0.00004
NEUMAN,8,0.00004
MOYE,8,0.00004
MILBURN,8,0.00004
MCCLANAHAN,8,0.00004
LILLEY,8,0.00004
HANES,8,0.00004
FLANNERY,8,0.00004
DELLINGER,8,0.00004
DANIELSON,8,0.00004
CONTI,8,0.00004
BLODGETT,8,0.00004
BEERS,8,0.00004
WEATHERFORD,8,0.00004
STRAIN,8,0.00004
KARR,8,0.00004
HITT,8,0.00004
DENHAM,8,0.00004
CUSTER,8,0.00004
COBLE,8,0.00004
CLOUGH,8,0.00004
CASTEEL,8,0.00004
BOLDUC,8,0.00004
BATCHELOR,8,0.00004
AMMONS,8,0.00004
WHITLOW,8,0.00004
TIERNEY,8,0.00004
STATEN,8,0.00004
SIBLEY,8,0.00004
SEIFERT,8,0.00004
SCHUBERT,8,0.00004
SALCEDO,8,0.00004
MATTISON,8,0.00004
LANEY,8,0.00004
HAGGARD,8,0.00004
GROOMS,8,0.00004
DIX,8,0.00004
DEES,8,0.00004
CROMER,8,0.00004
COOKS,8,0.00004
COLSON,8,0.00004
CASWELL,8,0.00004
ZARATE,8,0.00004
SWISHER,8,0.00004
STACEY,8,0.00004
SHIN,8,0.00004
RAGAN,8,0.00004
PRIDGEN,8,0.00004
MCVEY,8,0.00004
MATHENY,8,0.00004
LEIGH,8,0.00004
LAFLEUR,8,0.00004
FRANZ,8,0.00004
FERRARO,8,0.00004
DUGGER,8,0.00004
WHITESIDE,8,0.00004
RIGSBY,8,0.00004
MCMURRAY,8,0.00004
LEHMANN,8,0.00004
LARGE,8,0.00004
JACOBY,8,0.00004
HILDEBRAND,8,0.00004
HENDRICK,8,0.00004
HEADRICK,8,0.00004
GOAD,8,0.00004
FINCHER,8,0.00004
DRURY,8,0.00004
BORGES,8,0.00004
ARCHIBALD,8,0.00004
ALBERS,8,0.00004
WOODCOCK,8,0.00004
TRAPP,8,0.00004
SOARES,8,0.00004
SEATON,8,0.00004
RICHIE,8,0.00004
MONSON,8,0.00004
LUCKETT,8,0.00004
LINDBERG,8,0.00004
KOPP,8,0.00004
KEETON,8,0.00004
HSU,8,0.00004
HEALEY,8,0.00004
GARVEY,8,0.00004
GADDY,8,0.00004
FAIN,8,0.00004
BURCHFIELD,8,0.00004
BADGER,8,0.00004
WENTWORTH,8,0.00004
STRAND,8,0.00004
STACK,8,0.00004
SPOONER,8,0.00004
SAUCIER,8,0.00004
SALES,8,0.00004
RUBY,8,0.00004
RICCI,8,0.00004
PLUNKETT,8,0.00004
PANNELL,8,0.00004
NESS,8,0.00004
LEGER,8,0.00004
HOY,8,0.00004
FREITAS,8,0.00004
FONG,8,0.00004
ELIZONDO,8,0.00004
DUVAL,8,0.00004
CHUN,8,0.00004
CALVIN,8,0.00004
BEAUDOIN,8,0.00004
URBINA,8,0.00004
STOCK,8,0.00004
RICKARD,8,0.00004
PARTIN,8,0.00004
MOE,8,0.00004
MCGREW,8,0.00004
MCCLINTOCK,8,0.00004
LEDOUX,8,0.00004
FORSYTH,8,0.00004
FAISON,8,0.00004
DEVRIES,8,0.00004
BERTRAND,8,0.00004
WASSON,6,0.00003
TILTON,6,0.00003
SCARBROUGH,6,0.00003
PRIDE,6,0.00003
OH,6,0.00003
LEUNG,6,0.00003
LARRY,6,0.00003
IRVINE,6,0.00003
GARBER,6,0.00003
DENNING,6,0.00003
CORRAL,6,0.00003
COLLEY,6,0.00003
CASTLEBERRY,6,0.00003
BOWLIN,6,0.00003
BOGAN,6,0.00003
BEALE,6,0.00003
BAINES,6,0.00003
WAHR,6,0.00003
TRICE,6,0.00003
RAYBURN,6,0.00003
PARKINSON,6,0.00003
PAK,6,0.00003
NUNES,6,0.00003
MCMILLEN,6,0.00003
LEAHY,6,0.00003
LEA,6,0.00003
KIMMEL,6,0.00003
HIGGS,6,0.00003
FULMER,6,0.00003
CARDEN,6,0.00003
BEDFORD,6,0.00003
TAGGART,6,0.00003
SPEARMAN,6,0.00003
REGISTER,6,0.00003
PRICHARD,6,0.00003
MORRILL,6,0.00003
KOONCE,6,0.00003
HEINZ,6,0.00003
HEDGES,6,0.00003
GUENTHER,6,0.00003
GRICE,6,0.00003
FINDLEY,6,0.00003
EARLE,6,0.00003
DOVER,6,0.00003
CREIGHTON,6,0.00003
BOOTHE,6,0.00003
BAYER,6,0.00003
ARREOLA,6,0.00003
VITALE,6,0.00003
VALLES,6,0.00003
SEE,6,0.00003
RANEY,6,0.00003
PETER,6,0.00003
OSGOOD,6,0.00003
LOWELL,6,0.00003
HANLON,6,0.00003
BURLEY,6,0.00003
BOUNDS,6,0.00003
WORDEN,6,0.00003
WEATHERLY,6,0.00003
VETTER,6,0.00003
TANAKA,6,0.00003
STILTNER,6,0.00003
SELL,6,0.00003
NEVAREZ,6,0.00003
MOSBY,6,0.00003
MONTERO,6,0.00003
MELANCON,6,0.00003
HARTER,6,0.00003
HAMER,6,0.00003
GOBLE,6,0.00003
GLADDEN,6,0.00003
GIST,6,0.00003
GINN,6,0.00003
AKIN,6,0.00003
ZARAGOZA,6,0.00003
TOWNS,6,0.00003
TARVER,6,0.00003
SAMMONS,6,0.00003
ROYSTER,6,0.00003
OREILLY,6,0.00003
MUIR,6,0.00003
MOREHEAD,6,0.00003
LUSTER,6,0.00003
KINGSLEY,6,0.00003
KELSO,6,0.00003
GRISHAM,6,0.00003
GLYNN,6,0.00003
BAUMANN,6,0.00003
ALVES,6,0.00003
YOUNT,6,0.00003
TAMAYO,6,0.00003
TAM,6,0.00003
PATERSON,6,0.00003
OATES,6,0.00003
MENENDEZ,6,0.00003
LONGO,6,0.00003
HARGIS,6,0.00003
GREENLEE,6,0.00003
GILLEN,6,0.00003
DESANTIS,6,0.00003
CONOVER,6,0.00003
BREEDLOVE,6,0.00003
WAYNE,6,0.00003
SUMPTER,6,0.00003
SCHERER,6,0.00003
RUPP,6,0.00003
REICHERT,6,0.00003
HEREDIA,6,0.00003
FALLON,6,0.00003
CREEL,6,0.00003
COHN,6,0.00003
CLEMMONS,6,0.00003
CASAS,6,0.00003
BICKFORD,6,0.00003
BELTON,6,0.00003
BACH,6,0.00003
WILLIFORD,6,0.00003
WHITCOMB,6,0.00003
TENNANT,6,0.00003
SUTTER,6,0.00003
STULL,6,0.00003
SESSIONS,6,0.00003
MCCALLUM,6,0.00003
MANSON,6,0.00003
LANGLOIS,6,0.00003
KEEL,6,0.00003
KEEGAN,6,0.00003
EMANUEL,6,0.00003
DANGELO,6,0.00003
DANCY,6,0.00003
DAMRON,6,0.00003
CLAPP,6,0.00003
CLANTON,6,0.00003
BANKSTON,6,0.00003
TRINIDAD,6,0.00003
OLIVEIRA,6,0.00003
MINTZ,6,0.00003
MCINNIS,6,0.00003
MARTENS,6,0.00003
MABE,6,0.00003
LASTER,6,0.00003
JOLLEY,6,0.00003
IRISH,6,0.00003
HILDRETH,6,0.00003
HEFNER,6,0.00003
GLASER,6,0.00003
DUCKETT,6,0.00003
DEMERS,6,0.00003
BROCKMAN,6,0.00003
BLAIS,6,0.00003
BACK,6,0.00003
ALCORN,6,0.00003
AGNEW,6,0.00003
TOLIVER,6,0.00003
TICE,6,0.00003
SONG,6,0.00003
SEELEY,6,0.00003
NAJERA,6,0.00003
MUSSER,6,0.00003
MCFALL,6,0.00003
LAPLANTE,6,0.00003
GALVIN,6,0.00003
FAJARDO,6,0.00003
DOAN,6,0.00003
COYNE,6,0.00003
COPLEY,6,0.00003
CLAWSON,6,0.00003
CHEUNG,6,0.00003
BARONE,6,0.00003
WYNNE,6,0.00003
WOODLEY,6,0.00003
TREMBLAY,6,0.00003
STOLL,6,0.00003
SPARROW,6,0.00003
SPARKMAN,6,0.00003
SCHWEITZER,6,0.00003
SASSER,6,0.00003
SAMPLES,6,0.00003
RONEY,6,0.00003
RAMON,6,0.00003
LEGG,6,0.00003
LAI,6,0.00003
JOE,6,0.00003
HEIM,6,0.00003
FARIAS,6,0.00003
CONCEPCION,6,0.00003
COLWELL,6,0.00003
CHRISTMAN,6,0.00003
BRATCHER,6,0.00003
ALBA,6,0.00003
WINCHESTER,6,0.00003
UPSHAW,6,0.00003
SOUTHERLAND,6,0.00003
SORRELL,6,0.00003
SHAY,6,0.00003
SELLS,6,0.00003
MOUNT,6,0.00003
MCCLOSKEY,6,0.00003
MARTINDALE,6,0.00003
LUTTRELL,6,0.00003
LOVELESS,6,0.00003
LOVEJOY,6,0.00003
LINARES,6,0.00003
LATIMER,6,0.00003
HOLLY,6,0.00003
EMBRY,6,0.00003
COOMBS,6,0.00003
BRATTON,6,0.00003
BOSTICK,6,0.00003
BOSS,6,0.00003
VENABLE,6,0.00003
TUGGLE,6,0.00003
TORO,6,0.00003
STAGGS,6,0.00003
SANDLIN,6,0.00003
JEFFERIES,6,0.00003
HECKMAN,6,0.00003
GRIFFIS,6,0.00003
CRAYTON,6,0.00003
CLEM,6,0.00003
BUTTON,6,0.00003
BROWDER,6,0.00003
ALLAN,6,0.00003
THORTON,6,0.00003
STURGILL,6,0.00003
SPROUSE,6,0.00003
ROYER,6,0.00003
ROUSSEAU,6,0.00003
RIDENOUR,6,0.00003
POGUE,6,0.00003
PERALES,6,0.00003
PEEPLES,6,0.00003
METZLER,6,0.00003
MESA,6,0.00003
MCCUTCHEON,6,0.00003
MCBEE,6,0.00003
JAY,6,0.00003
HORNSBY,6,0.00003
HEFFNER,6,0.00003
CORRIGAN,6,0.00003
ARMIJO,6,0.00003
VUE,6,0.00003
ROMEO,6,0.00003
PLANTE,6,0.00003
PEYTON,6,0.00003
PAREDES,6,0.00003
MACKLIN,6,0.00003
HUSSEY,6,0.00003
HODGSON,6,0.00003
GRANADOS,6,0.00003
FRIAS,6,0.00003
CARMAN,6,0.00003
BRENT,6,0.00003
BECNEL,6,0.00003
BATTEN,6,0.00003
ALMANZA,6,0.00003
TURNEY,6,0.00003
TEAL,6,0.00003
STURGEON,6,0.00003
MEEKER,6,0.00003
MCDANIELS,6,0.00003
LIMON,6,0.00003
KEENEY,6,0.00003
KEE,6,0.00003
HUTTO,6,0.00003
HOLGUIN,6,0.00003
GORHAM,6,0.00003
FISHMAN,6,0.00003
FIERRO,6,0.00003
BLANCHETTE,6,0.00003
RODRIGUE,6,0.00003
REDDY,6,0.00003
OSBURN,6,0.00003
ODEN,6,0.00003
LERMA,6,0.00003
KIRKWOOD,6,0.00003
KEEFER,6,0.00003
HAUGEN,6,0.00003
HAMMETT,6,0.00003
CHALMERS,6,0.00003
CARLOS,6,0.00003
BRINKMAN,6,0.00003
BAUMGARTNER,6,0.00003
ZHANG,6,0.00003
VALERIO,6,0.00003
TELLEZ,6,0.00003
STEFFEN,6,0.00003
SHUMATE,6,0.00003
SAULS,6,0.00003
RIPLEY,6,0.00003
KEMPER,6,0.00003
JACKS,6,0.00003
GUFFEY,6,0.00003
EVERS,6,0.00003
CRADDOCK,6,0.00003
CARVALHO,6,0.00003
BLAYLOCK,6,0.00003
BANUELOS,6,0.00003
BALDERAS,6,0.00003
WOODEN,6,0.00003
WHEATON,6,0.00003
TURNBULL,6,0.00003
SHUMAN,6,0.00003
POINTER,6,0.00003
MOSIER,6,0.00003
MCCUE,6,0.00003
LIGON,6,0.00003
KOZLOWSKI,6,0.00003
JOHANSEN,6,0.00003
INGLE,6,0.00003
HERR,6,0.00003
BRIONES,6,0.00003
SOUTHERN,6,0.00003
SNIPES,6,0.00003
RICKMAN,6,0.00003
PIPKIN,6,0.00003
PEACE,6,0.00003
PANTOJA,6,0.00003
OROSCO,6,0.00003
MONIZ,6,0.00003
LAWLESS,6,0.00003
KUNKEL,6,0.00003
HIBBARD,6,0.00003
GALARZA,6,0.00003
ENOS,6,0.00003
BUSSEY,6,0.00003
SETTLE,6,0.00003
SCHOTT,6,0.00003
SALCIDO,6,0.00003
PERREAULT,6,0.00003
MCDOUGAL,6,0.00003
MCCOOL,6,0.00003
HAIGHT,6,0.00003
GARRIS,6,0.00003
FERRY,6,0.00003
EASTON,6,0.00003
CONYERS,6,0.00003
ATHERTON,6,0.00003
WIMBERLY,6,0.00003
UTLEY,6,0.00003
STEPHEN,6,0.00003
SPELLMAN,6,0.00003
SMITHSON,6,0.00003
SLAGLE,6,0.00003
SKIPPER,6,0.00003
RITCHEY,6,0.00003
RAND,6,0.00003
PETIT,6,0.00003
OSULLIVAN,6,0.00003
OAKS,6,0.00003
NUTT,6,0.00003
MCVAY,6,0.00003
MCCREARY,6,0.00003
MAYHEW,6,0.00003
KNOLL,6,0.00003
JEWETT,6,0.00003
HARWOOD,6,0.00003
HAILEY,6,0.00003
CARDOZA,6,0.00003
ASHE,6,0.00003
ARRIAGA,6,0.00003
ANDRES,6,0.00003
ZELLER,6,0.00003
WIRTH,6,0.00003
WHITMIRE,6,0.00003
STAUFFER,6,0.00003
SPRING,6,0.00003
ROUNTREE,6,0.00003
REDDEN,6,0.00003
MCCAFFREY,6,0.00003
MARTZ,6,0.00003
LOVING,6,0.00003
LAROSE,6,0.00003
LANGDON,6,0.00003
HUMES,6,0.00003
GASKIN,6,0.00003
FABER,6,0.00003
DOLL,6,0.00003
DEVITO,6,0.00003
CASS,6,0.00003
ALMOND,6,0.00003
WINGFIELD,6,0.00003
WINGATE,6,0.00003
VILLAREAL,6,0.00003
TYNER,6,0.00003
SMOTHERS,6,0.00003
SEVERSON,6,0.00003
RENO,6,0.00003
PENNELL,6,0.00003
MAUPIN,6,0.00003
LEIGHTON,6,0.00003
JANSSEN,6,0.00003
HASSELL,6,0.00003
HALLMAN,6,0.00003
HALCOMB,6,0.00003
FOLSE,6,0.00003
FITZSIMMONS,6,0.00003
FAHEY,6,0.00003
CRANFORD,6,0.00003
BOLEN,6,0.00003
BATTLES,6,0.00003
BATTAGLIA,6,0.00003
WOOLDRIDGE,6,0.00003
WEED,6,0.00003
TRASK,6,0.00003
ROSSER,6,0.00003
REGALADO,6,0.00003
MCEWEN,6,0.00003
KEEFE,6,0.00003
FUQUA,6,0.00003
ECHEVARRIA,6,0.00003
DOMINGO,6,0.00003
DANG,6,0.00003
CARO,6,0.00003
BOYNTON,6,0.00003
ANDRUS,6,0.00003
WILD,6,0.00003
VIERA,6,0.00003
VANMETER,6,0.00003
TABER,6,0.00003
SPRADLIN,6,0.00003
SEIBERT,6,0.00003
PROVOST,6,0.00003
PRENTICE,6,0.00003
OLIPHANT,6,0.00003
LAPORTE,6,0.00003
HWANG,6,0.00003
HATCHETT,6,0.00003
HASS,6,0.00003
GREINER,6,0.00003
FREEDMAN,6,0.00003
COVERT,6,0.00003
CHILTON,6,0.00003
BYARS,6,0.00003
WIESE,6,0.00003
VENEGAS,6,0.00003
SWANK,6,0.00003
SHRADER,6,0.00003
RODERICK,6,0.00003
ROBERGE,6,0.00003
MULLIS,6,0.00003
MORTENSEN,6,0.00003
MCCUNE,6,0.00003
MARLOWE,6,0.00003
KIRCHNER,6,0.00003
KECK,6,0.00003
ISAACSON,6,0.00003
HOSTETLER,6,0.00003
HALVERSON,6,0.00003
GUNTHER,6,0.00003
GRISWOLD,6,0.00003
GERARD,6,0.00003
FENNER,6,0.00003
DURDEN,6,0.00003
BLACKWOOD,6,0.00003
BERTRAM,6,0.00003
AHRENS,6,0.00003
SAWYERS,6,0.00003
SAVOY,6,0.00003
NABORS,6,0.00003
MCSWAIN,6,0.00003
MACKAY,6,0.00003
LOY,6,0.00003
LAVENDER,6,0.00003
LASH,6,0.00003
LABBE,6,0.00003
JESSUP,6,0.00003
HUBERT,6,0.00003
FULLERTON,6,0.00003
DONNELL,6,0.00003
CRUSE,6,0.00003
CRITTENDEN,6,0.00003
CORREIA,6,0.00003
CENTENO,6,0.00003
CAUDLE,6,0.00003
CANADY,6,0.00003
CALLENDER,6,0.00003
ALARCON,6,0.00003
AHERN,6,0.00003
WINFREY,6,0.00003
TRIBBLE,6,0.00003
TOM,6,0.00003
STYLES,6,0.00003
SALLEY,6,0.00003
RODEN,6,0.00003
MUSGROVE,6,0.00003
MINNICK,6,0.00003
FORTENBERRY,6,0.00003
CARRION,6,0.00003
BUNTING,6,0.00003
BETHEL,6,0.00003
BATISTE,6,0.00003
WOO,6,0.00003
WHITED,6,0.00003
UNDERHILL,6,0.00003
STILLWELL,6,0.00003
SILVIA,6,0.00003
RAUCH,6,0.00003
PIPPIN,6,0.00003
PERRIN,6,0.00003
MESSENGER,6,0.00003
MANCINI,6,0.00003
LISTER,6,0.00003
KINARD,6,0.00003
HARTMANN,6,0.00003
FLECK,6,0.00003
BROADWAY,6,0.00003
WILT,6,0.00003
TREADWAY,6,0.00003
THORNHILL,6,0.00003
SPEED,6,0.00003
SPALDING,6,0.00003
SAM,6,0.00003
RAFFERTY,6,0.00003
PITRE,6,0.00003
PATINO,6,0.00003
ORDONEZ,6,0.00003
LINKOUS,6,0.00003
KELLEHER,6,0.00003
HOMAN,6,0.00003
HOLIDAY,6,0.00003
GALBRAITH,6,0.00003
FEENEY,6,0.00003
DORRIS,6,0.00003
CURTIN,6,0.00003
COWARD,6,0.00003
CAMARILLO,6,0.00003
BUSS,6,0.00003
BUNNELL,6,0.00003
BOLT,6,0.00003
BEELER,6,0.00003
AUTRY,6,0.00003
ALCALA,6,0.00003
WITTE,6,0.00003
WENTZ,6,0.00003
STIDHAM,6,0.00003
SHIVELY,6,0.00003
NUNLEY,6,0.00003
MEACHAM,6,0.00003
MARTINS,6,0.00003
LEMKE,6,0.00003
LEFEBVRE,6,0.00003
KAYE,6,0.00003
HYNES,6,0.00003
HOROWITZ,6,0.00003
HOPPE,6,0.00003
HOLCOMBE,6,0.00003
ESTRELLA,6,0.00003
DUNNE,6,0.00003
DERR,6,0.00003
COCHRANE,6,0.00003
BRITTAIN,6,0.00003
BEDARD,6,0.00003
BEAUREGARD,6,0.00003
TORRENCE,6,0.00003
STRUNK,6,0.00003
SORIA,6,0.00003
SIMONSON,6,0.00003
SHUMAKER,6,0.00003
SCOGGINS,6,0.00003
PACKER,6,0.00003
OCONNER,6,0.00003
MORIARTY,6,0.00003
LEROY,6,0.00003
KUNTZ,6,0.00003
IVES,6,0.00003
HUTCHESON,6,0.00003
HORAN,6,0.00003
HALES,6,0.00003
GARMON,6,0.00003
FITTS,6,0.00003
DELL,6,0.00003
BOHN,6,0.00003
ATCHISON,6,0.00003
WORTH,6,0.00003
WISNIEWSKI,6,0.00003
WILL,6,0.00003
VANWINKLE,6,0.00003
STURM,6,0.00003
SALLEE,6,0.00003
PROSSER,6,0.00003
MOEN,6,0.00003
LUNDBERG,6,0.00003
KUNZ,6,0.00003
KOHL,6,0.00003
KEANE,6,0.00003
JORGENSON,6,0.00003
JAYNES,6,0.00003
FUNDERBURK,6,0.00003
FREED,6,0.00003
FRAME,6,0.00003
DURR,6,0.00003
CREAMER,6,0.00003
COSGROVE,6,0.00003
CANDELARIA,6,0.00003
BERLIN,6,0.00003
BATSON,6,0.00003
VANHOOSE,6,0.00003
THOMSEN,6,0.00003
TEETER,6,0.00003
SOMMER,6,0.00003
SMYTH,6,0.00003
SENA,6,0.00003
REDMON,6,0.00003
ORELLANA,6,0.00003
MANESS,6,0.00003
LENNON,6,0.00003
HEFLIN,6,0.00003
GOULET,6,0.00003
FRICK,6,0.00003
FORNEY,6,0.00003
DOLLAR,6,0.00003
BUNKER,6,0.00003
ASBURY,6,0.00003
AGUIAR,6,0.00003
TALBOTT,6,0.00003
SOUTHARD,6,0.00003
PLEASANT,6,0.00003
MOWERY,6,0.00003
MEARS,6,0.00003
LEMMON,6,0.00003
KRIEGER,6,0.00003
HICKSON,6,0.00003
GRACIA,6,0.00003
ELSTON,6,0.00003
DUONG,6,0.00003
DELGADILLO,6,0.00003
DAYTON,6,0.00003
DASILVA,6,0.00003
CONAWAY,6,0.00003
CATRON,6,0.00003
BRUTON,6,0.00003
BRADBURY,6,0.00003
BORDELON,6,0.00003
BIVINS,6,0.00003
BITTNER,6,0.00003
BERGSTROM,6,0.00003
BEALS,6,0.00003
ABELL,6,0.00003
WHELAN,6,0.00003
TRAVERS,6,0.00003
TEJADA,6,0.00003
PULLEY,6,0.00003
PINO,6,0.00003
NORFLEET,6,0.00003
NEALY,6,0.00003
MAES,6,0.00003
LOPER,6,0.00003
HELD,6,0.00003
GERALD,6,0.00003
GATEWOOD,6,0.00003
FRIERSON,6,0.00003
FREUND,6,0.00003
FINNEGAN,6,0.00003
CUPP,6,0.00003
COVEY,6,0.00003
CATALANO,6,0.00003
BOEHM,6,0.00003
BADER,6,0.00003
YOON,6,0.00003
WALSTON,6,0.00003
TENNEY,6,0.00003
SIPES,6,0.00003
ROLLER,6,0.00003
RAWLINS,6,0.00003
MEDLOCK,6,0.00003
MCCASKILL,6,0.00003
MCCALLISTER,6,0.00003
MARCOTTE,6,0.00003
MACLEAN,6,0.00003
HUGHEY,6,0.00003
HENKE,6,0.00003
HARWELL,6,0.00003
GLADNEY,6,0.00003
GILSON,6,0.00003
DEW,6,0.00003
CHISM,6,0.00003
CASKEY,6,0.00003
BRANDENBURG,6,0.00003
BAYLOR,6,0.00003
VILLASENOR,6,0.00003
VEAL,6,0.00003
VAN,6,0.00003
THATCHER,6,0.00003
STEGALL,6,0.00003
SHORE,6,0.00003
PETRIE,6,0.00003
NOWLIN,6,0.00003
NAVARRETE,6,0.00003
MUHAMMAD,6,0.00003
LOMBARD,6,0.00003
LOFTIN,6,0.00003
LEMASTER,6,0.00003
KROLL,6,0.00003
KOVACH,6,0.00003
KIMBRELL,6,0.00003
KIDWELL,6,0.00003
HERSHBERGER,6,0.00003
FULCHER,6,0.00003
ENG,6,0.00003
CANTWELL,6,0.00003
BUSTOS,6,0.00003
BOLAND,6,0.00003
BOBBITT,6,0.00003
BINKLEY,6,0.00003
WESTER,6,0.00003
WEIS,6,0.00003
VERDIN,6,0.00003
TONG,6,0.00003
TILLER,6,0.00003
SISCO,6,0.00003
SHARKEY,6,0.00003
SEYMORE,6,0.00003
ROSENBAUM,6,0.00003
ROHR,6,0.00003
QUINONEZ,6,0.00003
PINKSTON,6,0.00003
NATION,6,0.00003
MALLEY,6,0.00003
LOGUE,6,0.00003
LESSARD,6,0.00003
LERNER,6,0.00003
LEBRON,6,0.00003
KRAUSS,6,0.00003
KLINGER,6,0.00003
HALSTEAD,6,0.00003
HALLER,6,0.00003
GETZ,6,0.00003
BURROW,6,0.00003
BRANT,6,0.00003
ALGER,6,0.00003
VICTOR,6,0.00003
SHORES,6,0.00003
SCULLY,6,0.00003
POUNDS,6,0.00003
PFEIFER,6,0.00003
PERRON,6,0.00003
NELMS,6,0.00003
MUNN,6,0.00003
MCMASTER,6,0.00003
MCKENNEY,6,0.00003
MANNS,6,0.00003
KNUDSON,6,0.00003
HUTCHENS,6,0.00003
HUSKEY,6,0.00003
GOEBEL,6,0.00003
