attribute,absFrequency,relFrequency
MITCHELL,1,0.000005
MISS,1,0.000005
MINDA,1,0.000005
MIGNON,1,0.000005
MICA,1,0.000005
MENDY,1,0.000005
MARIVEL,1,0.000005
MAILE,1,0.000005
LYNETTA,1,0.000005
LAVETTE,1,0.000005
LAURYN,1,0.000005
LATRISHA,1,0.000005
LAKIESHA,1,0.000005
KIERSTEN,1,0.000005
KARY,1,0.000005
JOSPHINE,1,0.000005
JOLYN,1,0.000005
JETTA,1,0.000005
JANISE,1,0.000005
JACQUIE,1,0.000005
IVELISSE,1,0.000005
GLYNIS,1,0.000005
GIANNA,1,0.000005
GAYNELLE,1,0.000005
EMERALD,1,0.000005
DEMETRIUS,1,0.000005
DANYELL,1,0.000005
DANILLE,1,0.000005
DACIA,1,0.000005
CORALEE,1,0.000005
CHER,1,0.000005
CEOLA,1,0.000005
BRETT,1,0.000005
BELL,1,0.000005
ARIANNE,1,0.000005
ALESHIA,1,0.000005
YUNG,1,0.000005
WILLIEMAE,1,0.000005
TROY,1,0.000005
TRINH,1,0.000005
THORA,1,0.000005
TAI,1,0.000005
SVETLANA,1,0.000005
SHERIKA,1,0.000005
SHEMEKA,1,0.000005
SHAUNDA,1,0.000005
ROSELINE,1,0.000005
RICKI,1,0.000005
MELDA,1,0.000005
MALLIE,1,0.000005
LAVONNA,1,0.000005
LATINA,1,0.000005
LARRY,1,0.000005
LAQUANDA,1,0.000005
LALA,1,0.000005
LACHELLE,1,0.000005
KLARA,1,0.000005
KANDIS,1,0.000005
JOHNA,1,0.000005
JEANMARIE,1,0.000005
JAYE,1,0.000005
HANG,1,0.000005
GRAYCE,1,0.000005
GERTUDE,1,0.000005
EMERITA,1,0.000005
EBONIE,1,0.000005
CLORINDA,1,0.000005
CHING,1,0.000005
CHERY,1,0.000005
CAROLA,1,0.000005
BREANN,1,0.000005
BLOSSOM,1,0.000005
BERNARDINE,1,0.000005
BECKI,1,0.000005
ARLETHA,1,0.000005
ARGELIA,1,0.000005
ARA,1,0.000005
ALITA,1,0.000005
YULANDA,1,0.000005
YON,1,0.000005
YESSENIA,1,0.000005
TOBI,1,0.000005
TASIA,1,0.000005
SYLVIE,1,0.000005
SHIRL,1,0.000005
SHIRELY,1,0.000005
SHERIDAN,1,0.000005
SHELLA,1,0.000005
SHANTELLE,1,0.000005
SACHA,1,0.000005
ROYCE,1,0.000005
REBECKA,1,0.000005
REAGAN,1,0.000005
PROVIDENCIA,1,0.000005
PAULENE,1,0.000005
MISHA,1,0.000005
MIKI,1,0.000005
MARLINE,1,0.000005
MARICA,1,0.000005
LORITA,1,0.000005
LATOYIA,1,0.000005
LASONYA,1,0.000005
KERSTIN,1,0.000005
KENDA,1,0.000005
KEITHA,1,0.000005
KATHRIN,1,0.000005
JAYMIE,1,0.000005
JACK,1,0.000005
GRICELDA,1,0.000005
GINETTE,1,0.000005
ERYN,1,0.000005
ELINA,1,0.000005
ELFRIEDA,1,0.000005
DANYEL,1,0.000005
CHEREE,1,0.000005
CHANELLE,1,0.000005
BARRIE,1,0.000005
AVERY,1,0.000005
AURORE,1,0.000005
ANNAMARIA,1,0.000005
ALLEEN,1,0.000005
AILENE,1,0.000005
AIDE,1,0.000005
YASMINE,1,0.000005
VASHTI,1,0.000005
VALENTINE,1,0.000005
TREASA,1,0.000005
TORY,1,0.000005
TIFFANEY,1,0.000005
SHERYLL,1,0.000005
SHARIE,1,0.000005
SHANAE,1,0.000005
SAU,1,0.000005
RAISA,1,0.000005
PA,1,0.000005
NEDA,1,0.000005
MITSUKO,1,0.000005
MIRELLA,1,0.000005
MILDA,1,0.000005
MARYANNA,1,0.000005
MARAGRET,1,0.000005
MABELLE,1,0.000005
LUETTA,1,0.000005
LORINA,1,0.000005
LETISHA,1,0.000005
LATARSHA,1,0.000005
LANELLE,1,0.000005
LAJUANA,1,0.000005
KRISSY,1,0.000005
KARLY,1,0.000005
KARENA,1,0.000005
JON,1,0.000005
JESSIKA,1,0.000005
JERICA,1,0.000005
JEANELLE,1,0.000005
JANUARY,1,0.000005
JALISA,1,0.000005
JACELYN,1,0.000005
IZOLA,1,0.000005
IVEY,1,0.000005
GREGORY,1,0.000005
EUNA,1,0.000005
ETHA,1,0.000005
DREW,1,0.000005
DOMITILA,1,0.000005
DOMINICA,1,0.000005
DAINA,1,0.000005
CREOLA,1,0.000005
CARLI,1,0.000005
CAMIE,1,0.000005
BUNNY,1,0.000005
BRITTNY,1,0.000005
ASHANTI,1,0.000005
ANISHA,1,0.000005
ALEEN,1,0.000005
ADAH,1,0.000005
YASUKO,1,0.000005
WINTER,1,0.000005
VIKI,1,0.000005
VALRIE,1,0.000005
TONA,1,0.000005
TINISHA,1,0.000005
THI,1,0.000005
TERISA,1,0.000005
TATUM,1,0.000005
TANEKA,1,0.000005
SIMONNE,1,0.000005
SHALANDA,1,0.000005
SERITA,1,0.000005
RESSIE,1,0.000005
REFUGIA,1,0.000005
PAZ,1,0.000005
OLENE,1,0.000005
NA,1,0.000005
MERRILL,1,0.000005
MARGHERITA,1,0.000005
MANDIE,1,0.000005
MAN,1,0.000005
MAIRE,1,0.000005
LYNDIA,1,0.000005
LUCI,1,0.000005
LORRIANE,1,0.000005
LORETA,1,0.000005
LEONIA,1,0.000005
LAVONA,1,0.000005
LASHAWNDA,1,0.000005
LAKIA,1,0.000005
KYOKO,1,0.000005
KRYSTINA,1,0.000005
KRYSTEN,1,0.000005
KENIA,1,0.000005
KELSI,1,0.000005
JUDE,1,0.000005
JEANICE,1,0.000005
ISOBEL,1,0.000005
GEORGIANN,1,0.000005
GENNY,1,0.000005
FELICIDAD,1,0.000005
EILENE,1,0.000005
DEON,1,0.000005
DELOISE,1,0.000005
DEEDEE,1,0.000005
DANNIE,1,0.000005
CONCEPTION,1,0.000005
CLORA,1,0.000005
CHERILYN,1,0.000005
CHANG,1,0.000005
CALANDRA,1,0.000005
BERRY,1,0.000005
ARMANDINA,1,0.000005
ANISA,1,0.000005
ULA,1,0.000005
TIMOTHY,1,0.000005
TIERA,1,0.000005
THERESSA,1,0.000005
STEPHANIA,1,0.000005
SIMA,1,0.000005
SHYLA,1,0.000005
SHONTA,1,0.000005
SHERA,1,0.000005
SHAQUITA,1,0.000005
SHALA,1,0.000005
SAMMY,1,0.000005
ROSSANA,1,0.000005
NOHEMI,1,0.000005
NERY,1,0.000005
MORIAH,1,0.000005
MELITA,1,0.000005
MELIDA,1,0.000005
MELANI,1,0.000005
MARYLYNN,1,0.000005
MARISHA,1,0.000005
MARIETTE,1,0.000005
MALORIE,1,0.000005
MADELENE,1,0.000005
LUDIVINA,1,0.000005
LORIA,1,0.000005
LORETTE,1,0.000005
LORALEE,1,0.000005
LIANNE,1,0.000005
LEON,1,0.000005
LAVENIA,1,0.000005
LAURINDA,1,0.000005
LASHON,1,0.000005
KIT,1,0.000005
KIMI,1,0.000005
KEILA,1,0.000005
KATELYNN,1,0.000005
KAI,1,0.000005
JONE,1,0.000005
JOANE,1,0.000005
JI,1,0.000005
JAYNA,1,0.000005
JANELLA,1,0.000005
JA,1,0.000005
HUE,1,0.000005
HERTHA,1,0.000005
FRANCENE,1,0.000005
ELINORE,1,0.000005
DESPINA,1,0.000005
DELSIE,1,0.000005
DEEDRA,1,0.000005
CLEMENCIA,1,0.000005
CARRY,1,0.000005
CAROLIN,1,0.000005
CARLOS,1,0.000005
BULAH,1,0.000005
BRITTANIE,1,0.000005
BOK,1,0.000005
BLONDELL,1,0.000005
BIBI,1,0.000005
BEAULAH,1,0.000005
BEATA,1,0.000005
ANNITA,1,0.000005
AGRIPINA,1,0.000005
VIRGEN,1,0.000005
VALENE,1,0.000005
UN,1,0.000005
TWANDA,1,0.000005
TOMMYE,1,0.000005
TOI,1,0.000005
TARRA,1,0.000005
TARI,1,0.000005
TAMMERA,1,0.000005
SHAKIA,1,0.000005
SADYE,1,0.000005
RUTHANNE,1,0.000005
ROCHEL,1,0.000005
RIVKA,1,0.000005
PURA,1,0.000005
NENITA,1,0.000005
NATISHA,1,0.000005
MING,1,0.000005
MERRILEE,1,0.000005
MELODEE,1,0.000005
MARVIS,1,0.000005
LUCILLA,1,0.000005
LEENA,1,0.000005
LAVETA,1,0.000005
LARITA,1,0.000005
LANIE,1,0.000005
KEREN,1,0.000005
ILEEN,1,0.000005
GEORGEANN,1,0.000005
GENNA,1,0.000005
GENESIS,1,0.000005
FRIDA,1,0.000005
EWA,1,0.000005
EUFEMIA,1,0.000005
EMELY,1,0.000005
ELA,1,0.000005
EDYTH,1,0.000005
DEONNA,1,0.000005
DEADRA,1,0.000005
DARLENA,1,0.000005
CHANELL,1,0.000005
CHAN,1,0.000005
CATHERN,1,0.000005
CASSONDRA,1,0.000005
CASSAUNDRA,1,0.000005
BERNARDA,1,0.000005
BERNA,1,0.000005
ARLINDA,1,0.000005
ANAMARIA,1,0.000005
ALBERT,1,0.000005
WESLEY,1,0.000005
VERTIE,1,0.000005
VALERI,1,0.000005
TORRI,1,0.000005
TATYANA,1,0.000005
STASIA,1,0.000005
SHERISE,1,0.000005
SHERILL,1,0.000005
SEASON,1,0.000005
SCOTTIE,1,0.000005
SANDA,1,0.000005
RUTHE,1,0.000005
ROSY,1,0.000005
ROBERTO,1,0.000005
ROBBI,1,0.000005
RANEE,1,0.000005
QUYEN,1,0.000005
PEARLY,1,0.000005
PALMIRA,1,0.000005
ONITA,1,0.000005
NISHA,1,0.000005
NIESHA,1,0.000005
NIDA,1,0.000005
NEVADA,1,0.000005
NAM,1,0.000005
MERLYN,1,0.000005
MAYOLA,1,0.000005
MARYLOUISE,1,0.000005
MARYLAND,1,0.000005
MARX,1,0.000005
MARTH,1,0.000005
MARGENE,1,0.000005
MADELAINE,1,0.000005
LONDA,1,0.000005
LEONTINE,1,0.000005
LEOMA,1,0.000005
LEIA,1,0.000005
LAWRENCE,1,0.000005
LAURALEE,1,0.000005
LANORA,1,0.000005
LAKITA,1,0.000005
KIYOKO,1,0.000005
KETURAH,1,0.000005
KATELIN,1,0.000005
KAREEN,1,0.000005
JONIE,1,0.000005
JOHNETTE,1,0.000005
JENEE,1,0.000005
JEANETT,1,0.000005
IZETTA,1,0.000005
HIEDI,1,0.000005
HEIKE,1,0.000005
HASSIE,1,0.000005
HAROLD,1,0.000005
GIUSEPPINA,1,0.000005
GEORGANN,1,0.000005
FIDELA,1,0.000005
FERNANDE,1,0.000005
ELWANDA,1,0.000005
ELLAMAE,1,0.000005
ELIZ,1,0.000005
DUSTI,1,0.000005
DOTTY,1,0.000005
CYNDY,1,0.000005
CORALIE,1,0.000005
CELESTA,1,0.000005
ARGENTINA,1,0.000005
ALVERTA,1,0.000005
XENIA,1,0.000005
WAVA,1,0.000005
VANETTA,1,0.000005
TORRIE,1,0.000005
TASHINA,1,0.000005
TANDY,1,0.000005
TAMBRA,1,0.000005
TAMA,1,0.000005
STEPANIE,1,0.000005
SHILA,1,0.000005
SHAUNTA,1,0.000005
SHARAN,1,0.000005
SHANIQUA,1,0.000005
SHAE,1,0.000005
SETSUKO,1,0.000005
SERAFINA,1,0.000005
SANDEE,1,0.000005
ROSAMARIA,1,0.000005
PRISCILA,1,0.000005
OLINDA,1,0.000005
NADENE,1,0.000005
MUOI,1,0.000005
MICHELINA,1,0.000005
MERCEDEZ,1,0.000005
MARYROSE,1,0.000005
MARIN,1,0.000005
MARCENE,1,0.000005
MAO,1,0.000005
MAGALI,1,0.000005
MAFALDA,1,0.000005
LOGAN,1,0.000005
LINN,1,0.000005
LANNIE,1,0.000005
KAYCE,1,0.000005
KAROLINE,1,0.000005
KAMILAH,1,0.000005
KAMALA,1,0.000005
JUSTA,1,0.000005
JOLINE,1,0.000005
JENNINE,1,0.000005
JACQUETTA,1,0.000005
IRAIDA,1,0.000005
GERALD,1,0.000005
GEORGEANNA,1,0.000005
FRANCHESCA,1,0.000005
FAIRY,1,0.000005
EMELINE,1,0.000005
ELANE,1,0.000005
EHTEL,1,0.000005
EARLIE,1,0.000005
DULCIE,1,0.000005
DALENE,1,0.000005
CRIS,1,0.000005
CLASSIE,1,0.000005
CHERE,1,0.000005
CHARIS,1,0.000005
CAROYLN,1,0.000005
CARMINA,1,0.000005
CARITA,1,0.000005
BRIAN,1,0.000005
BETHANIE,1,0.000005
AYAKO,1,0.000005
ARICA,1,0.000005
AN,1,0.000005
ALYSA,1,0.000005
ALESSANDRA,1,0.000005
AKILAH,1,0.000005
ADRIEN,1,0.000005
ZETTA,1,0.000005
YOULANDA,1,0.000005
YELENA,1,0.000005
YAHAIRA,1,0.000005
XUAN,1,0.000005
WENDOLYN,1,0.000005
VICTOR,1,0.000005
TIJUANA,1,0.000005
TERRELL,1,0.000005
TERINA,1,0.000005
TERESIA,1,0.000005
SUZI,1,0.000005
SUNDAY,1,0.000005
SHERELL,1,0.000005
SHAVONDA,1,0.000005
SHAUNTE,1,0.000005
SHARDA,1,0.000005
SHAKITA,1,0.000005
SENA,1,0.000005
RYANN,1,0.000005
RUBI,1,0.000005
RIVA,1,0.000005
REGINIA,1,0.000005
REA,1,0.000005
RACHAL,1,0.000005
PARTHENIA,1,0.000005
PAMULA,1,0.000005
MONNIE,1,0.000005
MONET,1,0.000005
MICHAELE,1,0.000005
MELIA,1,0.000005
MARINE,1,0.000005
MALKA,1,0.000005
MAISHA,1,0.000005
LISANDRA,1,0.000005
LEO,1,0.000005
LEKISHA,1,0.000005
LEAN,1,0.000005
LAURENCE,1,0.000005
LAKENDRA,1,0.000005
KRYSTIN,1,0.000005
KORTNEY,1,0.000005
KIZZIE,1,0.000005
KITTIE,1,0.000005
KERA,1,0.000005
KENDAL,1,0.000005
KEMBERLY,1,0.000005
KANISHA,1,0.000005
JULENE,1,0.000005
JULE,1,0.000005
JOSHUA,1,0.000005
JOHANNE,1,0.000005
JEFFREY,1,0.000005
JAMEE,1,0.000005
HAN,1,0.000005
HALLEY,1,0.000005
GIDGET,1,0.000005
GALINA,1,0.000005
FREDRICKA,1,0.000005
FLETA,1,0.000005
FATIMAH,1,0.000005
EUSEBIA,1,0.000005
ELZA,1,0.000005
ELEONORE,1,0.000005
DORTHEY,1,0.000005
DORIA,1,0.000005
DONELLA,1,0.000005
DINORAH,1,0.000005
DELORSE,1,0.000005
CLARETHA,1,0.000005
CHRISTINIA,1,0.000005
CHARLYN,1,0.000005
BONG,1,0.000005
BELKIS,1,0.000005
AZZIE,1,0.000005
ANDERA,1,0.000005
AIKO,1,0.000005
ADENA,1,0.000005
YER,1,0.000005
YAJAIRA,1,0.000005
WAN,1,0.000005
VANIA,1,0.000005
ULRIKE,1,0.000005
TOSHIA,1,0.000005
TIFANY,1,0.000005
STEFANY,1,0.000005
SHIZUE,1,0.000005
SHENIKA,1,0.000005
SHAWANNA,1,0.000005
SHAROLYN,1,0.000005
SHARILYN,1,0.000005
SHAQUANA,1,0.000005
SHANTAY,1,0.000005
SEE,1,0.000005
ROZANNE,1,0.000005
ROSELEE,1,0.000005
RICKIE,1,0.000005
REMONA,1,0.000005
REANNA,1,0.000005
RAELENE,1,0.000005
QUINN,1,0.000005
PHUNG,1,0.000005
PETRONILA,1,0.000005
NATACHA,1,0.000005
NANCEY,1,0.000005
MYRL,1,0.000005
MIYOKO,1,0.000005
MIESHA,1,0.000005
MERIDETH,1,0.000005
MARVELLA,1,0.000005
MARQUITTA,1,0.000005
MARHTA,1,0.000005
MARCHELLE,1,0.000005
LIZETH,1,0.000005
LIBBIE,1,0.000005
LAHOMA,1,0.000005
LADAWN,1,0.000005
KINA,1,0.000005
KATHELEEN,1,0.000005
KATHARYN,1,0.000005
KARISA,1,0.000005
KALEIGH,1,0.000005
JUNIE,1,0.000005
JULIEANN,1,0.000005
JOHNSIE,1,0.000005
JANEAN,1,0.000005
JAIMEE,1,0.000005
JACKQUELINE,1,0.000005
HISAKO,1,0.000005
HERMA,1,0.000005
HELAINE,1,0.000005
GWYNETH,1,0.000005
GLENN,1,0.000005
GITA,1,0.000005
EUSTOLIA,1,0.000005
EMELINA,1,0.000005
ELIN,1,0.000005
EDRIS,1,0.000005
DONNETTE,1,0.000005
DONNETTA,1,0.000005
DIERDRE,1,0.000005
DENAE,1,0.000005
DARCEL,1,0.000005
CLAUDE,1,0.000005
CLARISA,1,0.000005
CINDERELLA,1,0.000005
CHIA,1,0.000005
CHARLESETTA,1,0.000005
CHARITA,1,0.000005
CELSA,1,0.000005
CASSY,1,0.000005
CASSI,1,0.000005
CARLEE,1,0.000005
BRUNA,1,0.000005
BRITTANEY,1,0.000005
BRANDE,1,0.000005
BILLI,1,0.000005
BAO,1,0.000005
ANTONETTA,1,0.000005
ANGLA,1,0.000005
ANGELYN,1,0.000005
ANALISA,1,0.000005
ALANE,1,0.000005
WENONA,1,0.000005
WENDIE,1,0.000005
VERONIQUE,1,0.000005
VANNESA,1,0.000005
TOBIE,1,0.000005
TEMPIE,1,0.000005
SUMIKO,1,0.000005
SULEMA,1,0.000005
SPARKLE,1,0.000005
SOMER,1,0.000005
SHEBA,1,0.000005
SHAYNE,1,0.000005
SHARICE,1,0.000005
SHANEL,1,0.000005
SHALON,1,0.000005
SAGE,1,0.000005
ROY,1,0.000005
ROSIO,1,0.000005
ROSELIA,1,0.000005
RENAY,1,0.000005
REMA,1,0.000005
REENA,1,0.000005
PORSCHE,1,0.000005
PING,1,0.000005
PEG,1,0.000005
OZIE,1,0.000005
ORETHA,1,0.000005
ORALEE,1,0.000005
ODA,1,0.000005
NU,1,0.000005
NGAN,1,0.000005
NAKESHA,1,0.000005
MILLY,1,0.000005
MARYBELLE,1,0.000005
MARLIN,1,0.000005
MARIS,1,0.000005
MARGRETT,1,0.000005
MARAGARET,1,0.000005
MANIE,1,0.000005
LURLENE,1,0.000005
LILLIA,1,0.000005
LIESELOTTE,1,0.000005
LAVELLE,1,0.000005
LASHAUNDA,1,0.000005
LAKEESHA,1,0.000005
KEITH,1,0.000005
KAYCEE,1,0.000005
KALYN,1,0.000005
JOYA,1,0.000005
JOETTE,1,0.000005
JENAE,1,0.000005
JANIECE,1,0.000005
ILLA,1,0.000005
GRISEL,1,0.000005
GLAYDS,1,0.000005
GENEVIE,1,0.000005
GALA,1,0.000005
FREDDA,1,0.000005
FRED,1,0.000005
ELMER,1,0.000005
ELEONOR,1,0.000005
DEBERA,1,0.000005
DEANDREA,1,0.000005
DAN,1,0.000005
CORRINNE,1,0.000005
CORDIA,1,0.000005
CONTESSA,1,0.000005
COLENE,1,0.000005
CLEOTILDE,1,0.000005
CHARLOTT,1,0.000005
CHANTAY,1,0.000005
CECILLE,1,0.000005
BEATRIS,1,0.000005
AZALEE,1,0.000005
ARLEAN,1,0.000005
ARDATH,1,0.000005
ANJELICA,1,0.000005
ANJA,1,0.000005
ALFREDIA,1,0.000005
ALEISHA,1,0.000005
ADAM,1,0.000005
ZADA,1,0.000005
YUONNE,1,0.000005
XIAO,1,0.000005
WILLODEAN,1,0.000005
WHITLEY,1,0.000005
VENNIE,1,0.000005
VANNA,1,0.000005
TYISHA,1,0.000005
TOVA,1,0.000005
TORIE,1,0.000005
TONISHA,1,0.000005
TILDA,1,0.000005
TIEN,1,0.000005
TEMPLE,1,0.000005
SIRENA,1,0.000005
SHERRIL,1,0.000005
SHANTI,1,0.000005
SHAN,1,0.000005
SENAIDA,1,0.000005
SAMELLA,1,0.000005
ROBBYN,1,0.000005
RENDA,1,0.000005
REITA,1,0.000005
PHEBE,1,0.000005
PAULITA,1,0.000005
NOBUKO,1,0.000005
NGUYET,1,0.000005
NEOMI,1,0.000005
MOON,1,0.000005
MIKAELA,1,0.000005
MELANIA,1,0.000005
MAXIMINA,1,0.000005
MARG,1,0.000005
MAISIE,1,0.000005
LYNNA,1,0.000005
LILLI,1,0.000005
LAYNE,1,0.000005
LASHAUN,1,0.000005
LAKENYA,1,0.000005
LAEL,1,0.000005
KIRSTIE,1,0.000005
KATHLINE,1,0.000005
KASHA,1,0.000005
KARLYN,1,0.000005
KARIMA,1,0.000005
JOVAN,1,0.000005
JOSEFINE,1,0.000005
JENNELL,1,0.000005
JACQUI,1,0.000005
JACKELYN,1,0.000005
HYO,1,0.000005
HIEN,1,0.000005
GRAZYNA,1,0.000005
FLORRIE,1,0.000005
FLORIA,1,0.000005
ELEONORA,1,0.000005
DWANA,1,0.000005
DORLA,1,0.000005
DONG,1,0.000005
DELMY,1,0.000005
DEJA,1,0.000005
DEDE,1,0.000005
DANN,1,0.000005
CRYSTA,1,0.000005
CLELIA,1,0.000005
CLARIS,1,0.000005
CLARENCE,1,0.000005
CHIEKO,1,0.000005
CHERLYN,1,0.000005
CHERELLE,1,0.000005
CHARMAIN,1,0.000005
CHARA,1,0.000005
CAMMY,1,0.000005
BEE,1,0.000005
ARNETTE,1,0.000005
ARDELLE,1,0.000005
ANNIKA,1,0.000005
AMIEE,1,0.000005
AMEE,1,0.000005
ALLENA,1,0.000005
YVONE,1,0.000005
YUKI,1,0.000005
YOSHIE,1,0.000005
YEVETTE,1,0.000005
YAEL,1,0.000005
WILLETTA,1,0.000005
VONCILE,1,0.000005
VENETTA,1,0.000005
TULA,1,0.000005
TONETTE,1,0.000005
TIMIKA,1,0.000005
TEMIKA,1,0.000005
TELMA,1,0.000005
TEISHA,1,0.000005
TAREN,1,0.000005
TA,1,0.000005
STACEE,1,0.000005
SHIN,1,0.000005
SHAWNTA,1,0.000005
SATURNINA,1,0.000005
RICARDA,1,0.000005
POK,1,0.000005
PASTY,1,0.000005
ONIE,1,0.000005
NUBIA,1,0.000005
MORA,1,0.000005
MIKE,1,0.000005
MARIELLE,1,0.000005
MARIELLA,1,0.000005
MARIANELA,1,0.000005
MARDELL,1,0.000005
MANY,1,0.000005
LUANNA,1,0.000005
LOISE,1,0.000005
LISABETH,1,0.000005
LINDSY,1,0.000005
LILLIANA,1,0.000005
LILLIAM,1,0.000005
LELAH,1,0.000005
LEIGHA,1,0.000005
LEANORA,1,0.000005
LANG,1,0.000005
KRISTEEN,1,0.000005
KHALILAH,1,0.000005
KEELEY,1,0.000005
KANDRA,1,0.000005
JUNKO,1,0.000005
JOAQUINA,1,0.000005
JERLENE,1,0.000005
JANI,1,0.000005
JAMIKA,1,0.000005
JAME,1,0.000005
HSIU,1,0.000005
HERMILA,1,0.000005
GOLDEN,1,0.000005
GENEVIVE,1,0.000005
EVIA,1,0.000005
EUGENA,1,0.000005
EMMALINE,1,0.000005
ELFREDA,1,0.000005
ELENE,1,0.000005
DONETTE,1,0.000005
DELCIE,1,0.000005
DEEANNA,1,0.000005
DARCEY,1,0.000005
CUC,1,0.000005
CLARINDA,1,0.000005
CIRA,1,0.000005
CHAE,1,0.000005
CELINDA,1,0.000005
CATHERYN,1,0.000005
CATHERIN,1,0.000005
CASIMIRA,1,0.000005
CARMELIA,1,0.000005
CAMELLIA,1,0.000005
BREANA,1,0.000005
BOBETTE,1,0.000005
BERNARDINA,1,0.000005
BEBE,1,0.000005
BASILIA,1,0.000005
ARLYNE,1,0.000005
AMAL,1,0.000005
ALAYNA,1,0.000005
ZONIA,1,0.000005
ZENIA,1,0.000005
YURIKO,1,0.000005
YAEKO,1,0.000005
WYNELL,1,0.000005
WILLOW,1,0.000005
WILLENA,1,0.000005
VERNIA,1,0.000005
TU,1,0.000005
TRAVIS,1,0.000005
TORA,1,0.000005
TERRILYN,1,0.000005
TERICA,1,0.000005
TENESHA,1,0.000005
TAWNA,1,0.000005
TAJUANA,1,0.000005
TAINA,1,0.000005
STEPHNIE,1,0.000005
SONA,1,0.000005
SOL,1,0.000005
SINA,1,0.000005
SHONDRA,1,0.000005
SHIZUKO,1,0.000005
SHERLENE,1,0.000005
SHERICE,1,0.000005
SHARIKA,1,0.000005
ROSSIE,1,0.000005
ROSENA,1,0.000005
RORY,1,0.000005
RIMA,1,0.000005
RIA,1,0.000005
RHEBA,1,0.000005
RENNA,1,0.000005
PETER,1,0.000005
NATALYA,1,0.000005
NANCEE,1,0.000005
MELODI,1,0.000005
MEDA,1,0.000005
MAXIMA,1,0.000005
MATHA,1,0.000005
MARKETTA,1,0.000005
MARICRUZ,1,0.000005
MARCELENE,1,0.000005
MALVINA,1,0.000005
LUBA,1,0.000005
LOUETTA,1,0.000005
LEIDA,1,0.000005
LECIA,1,0.000005
LAURAN,1,0.000005
LASHAWNA,1,0.000005
LAINE,1,0.000005
KHADIJAH,1,0.000005
KATERINE,1,0.000005
KASI,1,0.000005
KALLIE,1,0.000005
JULIETTA,1,0.000005
JESUSITA,1,0.000005
JESTINE,1,0.000005
JESSIA,1,0.000005
JEREMY,1,0.000005
JEFFIE,1,0.000005
JANYCE,1,0.000005
ISADORA,1,0.000005
GEORGIANNE,1,0.000005
FIDELIA,1,0.000005
EVITA,1,0.000005
EURA,1,0.000005
EULAH,1,0.000005
ESTEFANA,1,0.000005
ELSY,1,0.000005
ELIZABET,1,0.000005
ELADIA,1,0.000005
DODIE,1,0.000005
DION,1,0.000005
DIA,1,0.000005
DENISSE,1,0.000005
DELORAS,1,0.000005
DELILA,1,0.000005
DAYSI,1,0.000005
DAKOTA,1,0.000005
CURTIS,1,0.000005
CRYSTLE,1,0.000005
CONCHA,1,0.000005
COLBY,1,0.000005
CLARETTA,1,0.000005
CHU,1,0.000005
CHRISTIA,1,0.000005
CHARLSIE,1,0.000005
CHARLENA,1,0.000005
CARYLON,1,0.000005
BETTYANN,1,0.000005
ASLEY,1,0.000005
ASHLEA,1,0.000005
AMIRA,1,0.000005
AI,1,0.000005
AGUEDA,1,0.000005
AGNUS,1,0.000005
YUETTE,1,0.000005
VINITA,1,0.000005
VICTORINA,1,0.000005
TYNISHA,1,0.000005
TREENA,1,0.000005
TOCCARA,1,0.000005
TISH,1,0.000005
THOMASENA,1,0.000005
TEGAN,1,0.000005
SOILA,1,0.000005
SHILOH,1,0.000005
SHENNA,1,0.000005
SHARMAINE,1,0.000005
SHANTAE,1,0.000005
SHANDI,1,0.000005
SEPTEMBER,1,0.000005
SARAN,1,0.000005
SARAI,1,0.000005
SANA,1,0.000005
SAMUEL,1,0.000005
SALLEY,1,0.000005
ROSETTE,1,0.000005
ROLANDE,1,0.000005
REGINE,1,0.000005
OTELIA,1,0.000005
OSCAR,1,0.000005
OLEVIA,1,0.000005
NICHOLLE,1,0.000005
NECOLE,1,0.000005
NAIDA,1,0.000005
MYRTA,1,0.000005
MYESHA,1,0.000005
MITSUE,1,0.000005
MINTA,1,0.000005
MERTIE,1,0.000005
MARGY,1,0.000005
MAHALIA,1,0.000005
MADALENE,1,0.000005
LOVE,1,0.000005
LOURA,1,0.000005
LOREAN,1,0.000005
LEWIS,1,0.000005
LESHA,1,0.000005
LEONIDA,1,0.000005
LENITA,1,0.000005
LAVONE,1,0.000005
LASHELL,1,0.000005
LASHANDRA,1,0.000005
LAMONICA,1,0.000005
KIMBRA,1,0.000005
KATHERINA,1,0.000005
KARRY,1,0.000005
KANESHA,1,0.000005
JULIO,1,0.000005
JONG,1,0.000005
JENEVA,1,0.000005
JAQUELYN,1,0.000005
HWA,1,0.000005
GILMA,1,0.000005
GHISLAINE,1,0.000005
GERTRUDIS,1,0.000005
FRANSISCA,1,0.000005
FERMINA,1,0.000005
ETTIE,1,0.000005
ETSUKO,1,0.000005
ELLIS,1,0.000005
ELLAN,1,0.000005
ELIDIA,1,0.000005
EDRA,1,0.000005
DORETHEA,1,0.000005
DOREATHA,1,0.000005
DENYSE,1,0.000005
DENNY,1,0.000005
DEETTA,1,0.000005
DAINE,1,0.000005
CYRSTAL,1,0.000005
CORRIN,1,0.000005
CAYLA,1,0.000005
CARLITA,1,0.000005
CAMILA,1,0.000005
BURMA,1,0.000005
BULA,1,0.000005
BUENA,1,0.000005
BLAKE,1,0.000005
BARABARA,1,0.000005
AVRIL,1,0.000005
AUSTIN,1,0.000005
